ship,cruise,station,cast,longitude,latitude,year,month,day,timehr,timemin,depth,sala,phnbs,phtotal,domm(uM),doml(ml//),ntra(uM),phos(uM),slca(uM),ntri(uM),amon,chla,poc,pon,doc,dic,NTA(mol/kg)
OR3,534,A3,12,118.493103,17.9988174,1999,5,27,20,2,2000,,,,117,,38.3,2.8,148,0,,,,,,2350,2425
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,2,,,,213,,0,0,2,0,,,,,,1883,2191
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,5,,,,216,,0,0,2,0,,,,,,,
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,10,,,,217,,0,0,2,0,,,,,,1892,2218
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,20,,,,222,,0,0,2,0,,,,,,1898,2209
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,30,,,,228,,0,0,2,0,,,,,,,
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,40,,,,230,,0,0,1,0,,,,,,1913,2221
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,50,,,,230,,0,0,1,0,,,,,,,
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,60,,,,234,,0,0,0,0,,,,,,1926,2234
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,80,,,,205,,2.5,0.2,4,0,,,,,,1948,2245
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,100,,,,167,,7.6,0.55,9,0.06,,,,,,2026,2266
OR3,534,A3,14,118.4974976,17.9926338,1999,5,27,22,58,150,,,,152,,12.6,0.9,14,0,,,,,,2086,2283
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,200,,,,153,,15.4,1.05,21,0.02,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,250,,,,147,,18.8,1.35,29,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,300,,,,136,,22.8,1.8,38,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,400,,,,109,,28,2.05,56,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,500,,,,102,,30.8,2.2,71,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,600,,,,100,,32.7,2.4,82,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,800,,,,94,,35.7,2.55,103,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,1000,,,,98,,37.1,2.7,125,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,1200,,,,103,,37.8,2.8,138,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,1500,,,,108,,38.4,2.8,147,0,,,,,,,
OR3,534,A3,15,118.5202637,17.9953842,1999,5,28,0,2,2000,,,,117,,38.5,2.8,149,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,2,,,,213,,0,0,2,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,5,,,,213,,0,0,1,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,10,,,,216,,0,0,1,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,20,,,,221,,0,0,1,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,30,,,,226,,0,0,1,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,40,,,,228,,0,0,1,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,50,,,,228,,0,0,1,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,60,,,,232,,0,0,0,0,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,80,,,,214,,2.3,0.15,3,0.06,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,100,,,,169,,7.6,0.5,8,0.06,,,,,,,
OR3,534,A3,17,118.5124359,17.9977665,1999,5,28,2,25,150,,,,153,,12.9,0.85,14,0.04,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,2,,,,211,,0,0,2,0,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,5,,,,212,,0,0,2,0,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,10,,,,211,,0,0,2,0,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,20,,,,212,,0,0,2,0,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,30,,,,217,,0,0,3,0,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,40,,,,218,,0,0,3,0,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,50,,,,212,,0,0,3,0,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,60,,,,193,,0.8,0.1,5,0.1,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,80,,,,166,,5.7,0.4,8,0.3,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,100,,,,146,,9.3,0.7,10,0.1,,,,,,,
OR3,512,A1,1,118.4849701,19.0049992,1999,3,27,7,50,150,,,,146,,13.2,0.95,19,0,,,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,2,,,,,,,,,,,0.102,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,5,,,,,,,,,,,0.102,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,10,,,,,,,,,,,0.121,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,20,,,,,,,,,,,0.111,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,30,,,,,,,,,,,0.111,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,40,,,,,,,,,,,0.126,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,50,,,,,,,,,,,0.116,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,60,,,,,,,,,,,0.18,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,80,,,,,,,,,,,0.524,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,100,,,,,,,,,,,0.371,,,,,
OR3,512,A1,2,118.4831314,19.0070171,1999,3,27,8,48,150,,,,,,,,,,,0.073,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,200,,,,136,,18.7,1.3,30,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,250,,,,120,,22.3,1.55,37,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,300,,,,108,,25.2,1.75,47,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,400,,,,98,,29.3,2.05,60,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,500,,,,88,,32.1,2.2,74,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,600,,,,84,,33.4,2.4,85,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,800,,,,86,,35.7,2.55,105,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,1000,,,,93,,36.9,2.65,117,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,1200,,,,96,,37.4,2.7,127,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,1500,,,,105,,38.2,2.75,142,0,,,,,,,
OR3,512,A1,4,118.4831314,19.0070171,1999,3,27,10,20,2000,,,,114,,38.3,2.8,147,0,,,,,,,
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,2,,,,211,,0,0,2,0,,,,,,1890,2187
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,5,,,,212,,0,0,2,0,,,,,,,
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,10,,,,212,,0,0,2,0,,,,,,1889,2192
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,20,,,,214,,0,0,2,0,,,,,,1889,2184
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,30,,,,219,,0,0,2,0,,,,,,,
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,40,,,,220,,0,0,2,0,,,,,,1928,2218
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,50,,,,216,,0,0,3,0,,,,,,,
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,60,,,,201,,0.8,0.1,5,0.1,,,,,,1971,2250
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,80,,,,155,,,,,,,,,,,2045,2275
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,100,,,,150,,9.9,0.7,12,0,,,,,,2071,2288
OR3,512,A1,5,118.4831314,19.0070171,1999,3,27,12,40,150,,,,147,,14.2,1,20,0,,,,,,2102,2290
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,2,,,,,,,,,,,0.088,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,5,,,,,,,,,,,0.097,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,10,,,,,,,,,,,0.081,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,20,,,,,,,,,,,0.109,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,30,,,,,,,,,,,0.117,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,40,,,,,,,,,,,0.177,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,50,,,,,,,,,,,0.246,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,60,,,,,,,,,,,0.403,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,80,,,,,,,,,,,0.247,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,100,,,,,,,,,,,0.067,,,,,
OR3,512,A1,6,118.4719162,19.0212326,1999,3,27,14,10,150,,,,,,,,,,,0.006,,,,,
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,200,,,,134,,18.5,1.3,29,0,,,,,,2135,2294
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,250,,,,122,,22,1.55,38,0,,,,,,,
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,300,,,,109,,25.5,1.8,47,0,,,,,,2187,2306
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,400,,,,96,,29.2,2.05,63,0,,,,,,2218,2323
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,500,,,,88,,31.6,2.2,73,0,,,,,,,
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,600,,,,85,,33.6,2.35,82,0,,,,,,2255,2347
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,800,,,,88,,35.2,2.5,101,0,,,,,,2287,2374
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,1000,,,,95,,36.7,2.6,118,0,,,,,,2313,2395
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,1200,,,,95,,37.6,2.7,128,0,,,,,,2329,2409
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,1500,,,,103,,38,2.75,141,0,,,,,,2336,2415
OR3,512,A1,8,118.5012512,18.9995003,1999,3,27,15,50,2000,,,,112,,38.3,2.8,147,0,,,,,,2341,2428
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,2,,,,210,,0,0,2,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,5,,,,210,,0,0,2,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,10,,,,210,,0,0,2,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,20,,,,212,,0,0,2,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,30,,,,212,,0,0,3,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,40,,,,221,,0,0,,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,50,,,,218,,0,0,3,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,60,,,,208,,0.4,0.05,4,0,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,80,,,,156,,5.1,0.4,9,0.3,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,100,,,,147,,9.5,0.65,11,0.1,,,,,,,
OR3,512,A1,10,118.4809647,19.0015659,1999,3,27,18,0,150,,,,148,,13.2,0.95,19,0,,,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,2,,,,,,,,,,,0.091,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,5,,,,,,,,,,,0.091,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,10,,,,,,,,,,,0.089,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,20,,,,,,,,,,,0.113,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,30,,,,,,,,,,,0.123,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,40,,,,,,,,,,,0.122,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,50,,,,,,,,,,,0.281,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,60,,,,,,,,,,,0.371,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,80,,,,,,,,,,,0.106,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,100,,,,,,,,,,,0.004,,,,,
OR3,512,A1,11,118.4712677,19.0022335,1999,3,27,19,0,150,,,,,,,,,,,0.103,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,200,,,,135,,18.6,1.3,29,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,250,,,,121,,22.2,1.55,36,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,300,,,,108,,25.5,1.8,44,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,400,,,,96,,29.5,2.05,61,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,500,,,,89,,31.5,2.2,73,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,600,,,,86,,33.3,2.35,83,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,800,,,,89,,35.2,2.5,103,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,1000,,,,93,,36.5,2.6,119,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,1200,,,,95,,37.6,2.7,129,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,1500,,,,105,,38,2.75,140,0,,,,,,,
OR3,512,A1,13,118.4983673,18.9998169,1999,3,27,20,47,2000,,,,111,,38.2,2.8,145,0,,,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,2,,,,,,,,,,,0.095,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,5,,,,,,,,,,,0.097,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,10,,,,,,,,,,,0.085,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,20,,,,,,,,,,,0.101,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,30,,,,,,,,,,,0.087,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,40,,,,,,,,,,,0.095,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,50,,,,,,,,,,,0.11,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,60,,,,,,,,,,,0.173,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,80,,,,,,,,,,,0.451,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,100,,,,,,,,,,,0.161,,,,,
OR3,512,A1,16,118.4789505,19.0005665,1999,3,28,4,45,150,,,,,,,,,,,0.006,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,2,,,,210,,0,0,2,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,5,,,,210,,0,0,2,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,10,,,,210,,0,0,2,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,20,,,,211,,0,0,2,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,30,,,,213,,0,0,2,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,40,,,,220,,0,0,2,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,50,,,,218,,0,0,2,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,60,,,,210,,0.5,0.05,4,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,80,,,,180,,5.4,0.4,8,0.4,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,100,,,,149,,9.5,0.65,11,0,,,,,,,
OR3,512,A1,17,118.4970322,19.0016842,1999,3,28,1,50,150,,,,149,,14.2,0.95,17,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,200,,,,133,,19,1.35,30,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,250,,,,124,,21.8,1.55,38,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,300,,,,106,,25,1.75,46,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,400,,,,96,,29.8,2.1,61,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,500,,,,87,,31.5,2.25,74,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,600,,,,86,,33.5,2.35,85,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,800,,,,88,,35.2,2.55,102,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,1000,,,,95,,37.2,2.65,118,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,1200,,,,97,,37.5,2.7,130,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,1500,,,,103,,38,2.75,142,0,,,,,,,
OR3,512,A1,19,118.4973984,19.0015659,1999,3,28,4,45,2000,,,,111,,38.5,2.8,146,0,,,,,,,
OR3,500,A1,1,118.4885635,18.9980659,1999,1,23,10,0,2,,,,213,,0,0,2,0,,,,,,,
OR3,500,A1,1,118.4885635,18.9980659,1999,1,23,10,0,5,,,,213,,0,0,2,0,,,,,,,
OR3,500,A1,1,118.4885635,18.9980659,1999,1,23,10,0,10,,,,213,,0,0.05,3,0,,,,,,,
OR3,500,A1,1,118.4885635,18.9980659,1999,1,23,10,0,20,,,,214,,0,0.05,3,0,,,,,,,
OR3,500,A1,1,118.4885635,18.9980659,1999,1,23,10,0,30,,,,209,,0.3,0.05,3,0,,,,,,,
OR3,500,A1,1,118.4885635,18.9980659,1999,1,23,10,0,40,,,,171,,5.3,0.35,7,0.13,,,,,,,
OR3,500,A1,2,118.4723358,18.9925671,1999,1,23,10,43,50,,,,161,,7.8,0.55,9,0.08,,,,,,,
OR3,500,A1,2,118.4723358,18.9925671,1999,1,23,10,43,60,,,,160,,9,0.6,11,0.02,,,,,,,
OR3,500,A1,2,118.4723358,18.9925671,1999,1,23,10,43,80,,,,146,,11.8,0.8,13,0,,,,,,,
OR3,500,A1,2,118.4723358,18.9925671,1999,1,23,10,43,100,,,,140,,13.5,0.95,15,0,,,,,,,
OR3,500,A1,2,118.4723358,18.9925671,1999,1,23,10,43,150,,,,146,,16.3,1.15,21,0,,,,,,,
OR3,500,A1,2,118.4723358,18.9925671,1999,1,23,10,43,200,,,,136,,19,1.35,30,0,,,,,,,
OR3,500,A1,3,118.4326477,18.9817162,1999,1,23,12,0,250,,,,131,,21.8,1.55,35,0,,,,,,,
OR3,500,A1,3,118.4326477,18.9817162,1999,1,23,12,0,300,,,,125,,23.8,1.7,45,0,,,,,,2174,
OR3,500,A1,3,118.4326477,18.9817162,1999,1,23,12,0,400,,,,103,,28,2,56,0,,,,,,2206,2331
OR3,500,A1,3,118.4326477,18.9817162,1999,1,23,12,0,500,,,,98,,31.3,2.25,70,0,,,,,,,
OR3,500,A1,3,118.4326477,18.9817162,1999,1,23,12,0,600,,,,93,,34,2.4,80,0,,,,,,2259,2349
OR3,500,A1,3,118.4326477,18.9817162,1999,1,23,12,0,700,,,,91,,34.9,2.5,89,0,,,,,,,
OR3,500,A1,4,118.3843994,18.9613171,1999,1,23,13,35,800,,,,90,,36.2,2.55,101,0,,,,,,2284,2378
OR3,500,A1,4,118.3843994,18.9613171,1999,1,23,13,35,1000,,,,93,,37.2,2.7,117,0,,,,,,2306,2400
OR3,500,A1,4,118.3843994,18.9613171,1999,1,23,13,35,1200,,,,98,,38.2,2.8,130,0,,,,,,2329,2410
OR3,500,A1,4,118.3843994,18.9613171,1999,1,23,13,35,1500,,,,106,,38.4,2.8,138,0,,,,,,2339,2421
OR3,500,A1,5,118.5080032,18.9981327,1999,1,23,16,20,2,,,,210,,0,0,3,0.02,,,,,,1922,2218
OR3,500,A1,5,118.5080032,18.9981327,1999,1,23,16,20,5,,,,210,,0,0,3,0.02,,,,,,,
OR3,500,A1,5,118.5080032,18.9981327,1999,1,23,16,20,10,,,,211,,0,0,3,0,,,,,,1920,
OR3,500,A1,5,118.5080032,18.9981327,1999,1,23,16,20,20,,,,209,,0,0,3,0.02,,,,,,1921,2217
OR3,500,A1,5,118.5080032,18.9981327,1999,1,23,16,20,30,,,,207,,0.4,0.05,3,0.02,,,,,,,
OR3,500,A1,5,118.5080032,18.9981327,1999,1,23,16,20,40,,,,183,,3.1,0.25,7,0.11,,,,,,1974,2238
OR3,500,A1,6,118.4944305,19.0009995,1999,1,23,16,53,50,,,,157,,7.9,0.55,10,0.11,,,,,,,
OR3,500,A1,6,118.4944305,19.0009995,1999,1,23,16,53,60,,,,148,,10.4,0.75,10,0.04,,,,,,2068,2272
OR3,500,A1,6,118.4944305,19.0009995,1999,1,23,16,53,80,,,,135,,13.3,0.9,13,0,,,,,,2087,
OR3,500,A1,6,118.4944305,19.0009995,1999,1,23,16,53,100,,,,133,,14,0.95,16,0,,,,,,2107,2275
OR3,500,A1,6,118.4944305,19.0009995,1999,1,23,16,53,150,,,,140,,15.8,1.15,20,0,,,,,,2110,
OR3,500,A1,7,118.4803162,19.008934,1999,1,23,17,40,200,,,,137,,19,1.35,30,0,,,,,,2133,2288
OR3,500,A1,7,118.4803162,19.008934,1999,1,23,17,40,250,,,,129,,21.8,1.55,35,0,,,,,,,
OR3,500,A1,7,118.4803162,19.008934,1999,1,23,17,40,300,,,,117,,23.8,1.7,45,0,,,,,,,
OR3,500,A1,7,118.4803162,19.008934,1999,1,23,17,40,400,,,,104,,28,2,55,0,,,,,,,
OR3,500,A1,7,118.4803162,19.008934,1999,1,23,17,40,500,,,,93,,31,2.2,69,0,,,,,,,
OR3,500,A1,8,118.4674988,19.0151157,1999,1,23,18,35,600,,,,87,,33,2.35,81,0,,,,,,,
OR3,500,A1,8,118.4674988,19.0151157,1999,1,23,18,35,700,,,,88,,34.8,2.5,89,0,,,,,,,
OR3,500,A1,8,118.4674988,19.0151157,1999,1,23,18,35,800,,,,91,,35.9,2.55,103,0,,,,,,,
OR3,500,A1,8,118.4674988,19.0151157,1999,1,23,18,35,1000,,,,94,,37.2,2.7,118,0,,,,,,,
OR3,500,A1,8,118.4674988,19.0151157,1999,1,23,18,35,1200,,,,98,,38,2.75,130,0,,,,,,,
OR3,500,A1,8,118.4674988,19.0151157,1999,1,23,18,35,1500,,,,105,,38.3,2.75,141,0,,,,,,,
OR3,500,A1,9,118.4988022,19.0007,1999,1,23,20,20,2,,,,215,,0,0.1,4,0.04,,,,,,,
OR3,500,A1,9,118.4988022,19.0007,1999,1,23,20,20,5,,,,214,,0,0.1,4,0.04,,,,,,,
OR3,500,A1,9,118.4988022,19.0007,1999,1,23,20,20,10,,,,210,,0,0.05,3,0.02,,,,,,,
OR3,500,A1,9,118.4988022,19.0007,1999,1,23,20,20,20,,,,213,,0,0.05,3,0.02,,,,,,,
OR3,500,A1,9,118.4988022,19.0007,1999,1,23,20,20,30,,,,211,,0.4,0.05,3,0.02,,,,,,,
OR3,500,A1,9,118.4988022,19.0007,1999,1,23,20,20,40,,,,174,,5,0.35,6,0.13,,,,,,,
OR3,500,A1,10,118.498848,19.0032673,1999,1,23,20,50,50,,,,168,,7.3,0.5,9,0.08,,,,,,,
OR3,500,A1,10,118.498848,19.0032673,1999,1,23,20,50,60,,,,161,,8.9,0.65,11,0.06,,,,,,,
OR3,500,A1,10,118.498848,19.0032673,1999,1,23,20,50,80,,,,148,,11.9,0.85,13,0.02,,,,,,,
OR3,500,A1,10,118.498848,19.0032673,1999,1,23,20,50,100,,,,135,,14.2,0.95,15,0,,,,,,,
OR3,500,A1,10,118.498848,19.0032673,1999,1,23,20,50,150,,,,143,,16.3,1.15,21,0,,,,,,,
OR3,500,A1,10,118.498848,19.0032673,1999,1,23,20,50,200,,,,130,,20.2,1.45,31,0,,,,,,,
OR3,500,A1,11,118.5002518,19.0038338,1999,1,23,21,30,250,,,,123,,23,1.65,39,0,,,,,,,
OR3,500,A1,11,118.5002518,19.0038338,1999,1,23,21,30,300,,,,115,,25,1.8,45,0,,,,,,,
OR3,500,A1,11,118.5002518,19.0038338,1999,1,23,21,30,400,,,,101,,29,2.1,59,0,,,,,,,
OR3,500,A1,11,118.5002518,19.0038338,1999,1,23,21,30,500,,,,93,,31.3,2.25,71,0,,,,,,,
OR3,500,A1,12,118.5042038,19.0026836,1999,1,23,22,5,600,,,,87,,33.5,2.45,82,0,,,,,,,
OR3,500,A1,12,118.5042038,19.0026836,1999,1,23,22,5,700,,,,88,,34.9,2.55,90,0,,,,,,,
OR3,500,A1,12,118.5042038,19.0026836,1999,1,23,22,5,800,,,,93,,36.1,2.6,101,0,,,,,,,
OR3,500,A1,12,118.5042038,19.0026836,1999,1,23,22,5,1000,,,,95,,37.6,2.7,118,0,,,,,,,
OR3,500,A1,12,118.5042038,19.0026836,1999,1,23,22,5,1200,,,,99,,38.1,2.75,131,0,,,,,,,
OR3,500,A1,12,118.5042038,19.0026836,1999,1,23,22,5,1500,,,,104,,38.4,2.8,139,0,,,,,,,
